Unnamed: 0,powerPlay,AverageScore,battingTeam,bowlingTeam,city,delivery_left,score,CurrentRunRate,wicketsLeft,Run_In_Last5,Wickets_In_Last5,Final_Score,innings
163075,0,113.2,West Indies,Afghanistan,St Kitts,62,84,8.689655172413794,7,37.0,2.0,114,2
142354,1,130.3448275862069,Bangladesh,Pakistan,Mirpur,89,15,2.9032258064516125,8,15.0,2.0,85,2
73885,0,151.36363636363637,England,New Zealand,Manchester,1,187,9.428571428571429,3,46.0,3.0,191,1
28686,0,153.14285714285714,India,South Africa,Colombo,62,67,6.931034482758621,7,37.0,2.0,152,1
32655,0,153.14285714285714,West Indies,Australia,Colombo,36,113,8.071428571428571,8,49.0,0.0,205,1
151376,1,180.125,Afghanistan,South Africa,Mumbai,86,60,10.588235294117649,8,43.0,2.0,172,2
3703,0,160.83333333333334,England,South Africa,Nottingham,16,97,5.596153846153847,2,19.0,4.0,111,1
12697,0,138.1627906976744,Pakistan,England,Dubai,83,49,7.945945945945946,9,41.0,1.0,144,1
129173,0,131.0,Australia,Sri Lanka,Melbourne,48,91,7.583333333333333,8,35.0,2.0,145,2
158275,0,130.5,India,England,Manchester,34,135,9.41860465116279,8,44.0,1.0,163,2
169878,0,122.75,West Indies,Afghanistan,Lucknow,83,30,4.864864864864865,9,23.0,1.0,106,2
104330,0,149.27586206896552,Sri Lanka,Pakistan,Johannesburg,59,88,8.655737704918034,6,46.0,1.0,156,2
58488,0,163.23076923076923,Australia,India,Sydney,27,135,8.709677419354838,8,50.0,0.0,171,1
127733,0,161.66666666666666,West Indies,Ireland,St George's,45,130,10.4,7,42.0,2.0,204,2
12198,0,138.1627906976744,Netherlands,Ireland,Dubai,81,36,5.538461538461538,8,32.0,2.0,158,1
171334,0,122.5,West Indies,Zimbabwe,Antigua,59,68,6.688524590163935,8,23.0,1.0,131,2
52568,0,148.20689655172413,Sri Lanka,West Indies,Mirpur,48,84,7.0,7,34.0,0.0,160,1
57807,1,163.23076923076923,West Indies,Australia,Sydney,85,35,6.0,8,24.0,2.0,138,1
45293,0,129.66666666666666,West Indies,Pakistan,Trinidad,72,52,6.5,9,25.0,0.0,124,1
16837,0,162.46666666666667,India,New Zealand,Wellington,17,139,8.097087378640776,3,49.0,1.0,165,1
162873,0,113.2,West Indies,Bangladesh,St Kitts,22,115,7.040816326530613,5,34.0,2.0,119,2
115810,0,136.78571428571428,Zimbabwe,Afghanistan,Sharjah,46,72,5.837837837837838,7,30.0,1.0,141,2
88218,1,136.0,Zimbabwe,West Indies,Antigua,89,28,5.419354838709677,7,27.0,3.0,130,1
19499,0,145.89473684210526,Zimbabwe,Bangladesh,Dhaka,53,69,6.179104477611941,5,18.0,4.0,144,1
73431,1,151.36363636363637,Australia,England,Manchester,84,43,7.166666666666667,9,37.0,1.0,145,1
27817,0,146.14285714285714,England,Sri Lanka,Sharjah,72,41,5.125,7,15.0,2.0,163,1
1533,0,154.0,West Indies,Australia,St Lucia,76,51,6.954545454545455,8,29.0,1.0,105,1
140149,0,130.3448275862069,Pakistan,Sri Lanka,Mirpur,25,121,7.6421052631578945,7,41.0,1.0,151,2
50654,0,168.66666666666666,New Zealand,Sri Lanka,Auckland,38,92,6.731707317073171,5,45.0,1.0,179,1
151940,0,180.125,West Indies,India,Mumbai,16,161,9.288461538461538,7,51.0,1.0,196,2
155234,0,130.42857142857142,Ireland,Zimbabwe,Dublin,17,100,5.825242718446601,3,30.0,2.0,114,2
3455,0,154.71428571428572,India,Pakistan,Bengaluru,14,123,6.962264150943396,3,26.0,5.0,133,1
94372,0,148.91666666666666,Australia,Pakistan,St Lucia,10,164,8.945454545454545,3,52.0,2.0,197,2
70259,0,166.28571428571428,Zimbabwe,Ireland,Dublin,71,49,6.0,7,43.0,1.0,117,1
113712,0,138.07142857142858,Zimbabwe,Pakistan,Harare,59,54,5.311475409836066,6,26.0,3.0,136,2
72913,0,140.16666666666666,England,West Indies,Guyana,78,71,10.142857142857142,8,50.0,2.0,191,1
45829,0,158.30769230769232,India,Australia,Durban,10,162,8.836363636363638,6,63.0,2.0,188,1
111276,0,138.07142857142858,Zimbabwe,Australia,Harare,42,101,7.769230769230769,4,29.0,3.0,129,2
30687,0,153.14285714285714,Pakistan,Sri Lanka,Colombo,33,123,8.482758620689655,7,52.0,0.0,172,1
163875,0,156.75,New Zealand,England,Napier,67,84,9.50943396226415,5,30.0,5.0,165,2
42256,0,152.8,Sri Lanka,Pakistan,London,13,135,7.570093457943925,5,33.0,3.0,150,1
141453,0,130.3448275862069,Bangladesh,Pakistan,Mirpur,72,43,5.375,8,23.0,2.0,140,2
138052,0,149.95833333333334,New Zealand,Pakistan,Auckland,29,128,8.43956043956044,3,50.0,1.0,153,2
21952,0,157.21428571428572,Pakistan,Zimbabwe,Harare,55,78,7.199999999999999,9,40.0,0.0,179,1
145465,0,150.25,Zimbabwe,Netherlands,Rotterdam,27,117,7.548387096774194,3,28.0,4.0,150,2
120724,0,135.609756097561,Sri Lanka,India,Colombo,81,29,4.461538461538462,9,25.0,1.0,82,2
124505,0,143.44444444444446,England,Sri Lanka,Southampton,72,61,7.625,9,42.0,1.0,161,2
119555,0,135.609756097561,India,Bangladesh,Colombo,53,87,7.791044776119404,7,24.0,1.0,168,2
22302,0,157.21428571428572,Pakistan,Zimbabwe,Harare,76,44,6.0,8,32.0,2.0,136,1
17177,0,162.46666666666667,New Zealand,Sri Lanka,Wellington,40,124,9.3,7,40.0,1.0,162,1
69994,1,142.375,Pakistan,England,Cardiff,90,43,8.6,9,43.0,1.0,126,1
133655,0,146.15384615384616,South Africa,New Zealand,Durban,47,80,6.575342465753425,7,35.0,0.0,158,2
108708,0,125.15789473684212,Bangladesh,India,Dhaka,12,108,6.0,3,30.0,3.0,121,2
87405,0,153.33333333333334,Sri Lanka,New Zealand,Kandy,39,101,7.481481481481482,8,36.0,1.0,174,1
123019,0,147.11764705882354,England,Sri Lanka,Pallekele,47,81,6.657534246575342,5,27.0,2.0,150,2
62220,0,179.8,Afghanistan,Ireland,Dehradun,33,132,9.10344827586207,6,49.0,1.0,210,1
112509,0,138.07142857142858,Zimbabwe,Pakistan,Harare,24,112,7.0,6,26.0,3.0,141,2
21206,0,157.21428571428572,Zimbabwe,India,Harare,74,63,8.217391304347826,7,33.0,1.0,111,1
154493,0,140.0,England,Sri Lanka,Cardiff,83,62,10.054054054054054,10,54.0,0.0,130,2
54325,0,148.20689655172413,India,Sri Lanka,Mirpur,23,111,6.865979381443299,8,45.0,0.0,130,1
16414,0,170.24137931034485,England,South Africa,Johannesburg,69,69,8.117647058823529,7,44.0,2.0,202,1
92257,0,119.2,New Zealand,West Indies,Lauderhill,47,88,7.232876712328768,6,30.0,2.0,153,2
4872,0,160.83333333333334,Ireland,India,Nottingham,81,29,4.461538461538462,6,25.0,4.0,112,1
90691,0,201.0,India,Sri Lanka,Indore,24,200,12.5,9,52.0,1.0,260,1
70126,0,142.375,England,Australia,Cardiff,82,31,4.894736842105264,8,23.0,2.0,182,1
129168,0,131.0,Australia,Sri Lanka,Melbourne,53,86,7.701492537313433,8,35.0,2.0,145,2
70576,0,166.28571428571428,Ireland,Netherlands,Dublin,2,179,9.101694915254235,4,34.0,3.0,181,1
46587,0,158.30769230769232,South Africa,West Indies,Durban,46,110,8.91891891891892,10,28.0,0.0,195,1
83396,0,141.66666666666666,Australia,Sri Lanka,Perth,19,102,6.05940594059406,5,49.0,0.0,133,1
46614,0,158.30769230769232,South Africa,West Indies,Durban,20,146,8.76,9,39.0,1.0,195,1
40517,0,139.69230769230768,Australia,Pakistan,Melbourne,53,78,6.985074626865672,5,27.0,4.0,127,1
127088,0,129.41666666666666,England,Bangladesh,Abu Dhabi,45,111,8.88,9,36.0,0.0,126,2
24278,1,178.75,England,New Zealand,Hamilton,84,41,6.833333333333333,8,28.0,2.0,194,1
167829,0,145.2,Australia,Sri Lanka,Brisbane,78,65,9.285714285714286,9,49.0,0.0,118,2
27231,0,146.14285714285714,Afghanistan,Netherlands,Sharjah,39,58,4.296296296296297,4,17.0,3.0,90,1
127361,0,129.41666666666666,New Zealand,Pakistan,Abu Dhabi,56,70,6.5625,9,20.0,1.0,146,2
96934,0,149.28571428571428,Sri Lanka,South Africa,Cape Town,56,83,7.78125,8,36.0,0.0,170,2
46683,0,158.30769230769232,India,South Africa,Durban,73,69,8.808510638297873,8,47.0,1.0,168,1
140629,0,130.3448275862069,Bangladesh,Zimbabwe,Mirpur,77,55,7.674418604651162,7,34.0,2.0,136,2
15836,0,170.24137931034485,South Africa,New Zealand,Johannesburg,33,107,7.379310344827586,5,23.0,5.0,133,1
158392,0,130.5,England,Pakistan,Manchester,30,158,10.533333333333331,8,63.0,0.0,199,2
116942,0,136.78571428571428,South Africa,Sri Lanka,Sharjah,25,101,6.378947368421052,6,34.0,1.0,146,2
109843,0,125.15789473684212,Zimbabwe,Bangladesh,Dhaka,54,82,7.454545454545454,5,44.0,2.0,152,2
81351,1,131.66666666666666,South Africa,West Indies,Port Elizabeth,88,12,2.25,4,11.0,6.0,58,1
37763,1,146.41666666666666,West Indies,Pakistan,Abu Dhabi,89,21,4.064516129032258,7,18.0,3.0,103,1
135137,0,153.6,Bangladesh,Sri Lanka,Sylhet,37,108,7.80722891566265,5,39.0,0.0,135,2
150618,0,132.1764705882353,West Indies,England,Barbados,22,116,7.102040816326531,5,37.0,3.0,155,2
155097,0,140.0,Australia,England,Cardiff,30,134,8.933333333333334,7,48.0,1.0,177,2
135870,0,149.95833333333334,New Zealand,Australia,Auckland,27,124,8.0,3,30.0,3.0,170,2
119906,0,135.609756097561,Bangladesh,Sri Lanka,Colombo,37,105,7.590361445783132,7,33.0,1.0,160,2
100353,0,128.3953488372093,Pakistan,Australia,Dubai,78,25,3.571428571428572,5,14.0,4.0,74,2
127521,0,129.41666666666666,Pakistan,Sri Lanka,Abu Dhabi,19,98,5.821782178217823,7,32.0,0.0,103,2
69270,0,142.375,Pakistan,England,Cardiff,82,39,6.157894736842105,8,29.0,2.0,173,1
34319,0,169.58823529411765,Sri Lanka,England,Pallekele,70,59,7.079999999999999,9,34.0,1.0,169,1
103757,0,149.27586206896552,South Africa,Australia,Johannesburg,37,87,6.289156626506024,1,36.0,2.0,89,2
144138,0,141.92307692307693,England,Australia,Sydney,36,91,6.5,4,24.0,2.0,144,2
173409,0,125.33333333333331,Ireland,South Africa,Belfast,18,106,6.235294117647059,1,28.0,4.0,117,2
171220,0,157.57142857142858,West Indies,New Zealand,Mount Maunganui,46,87,7.0540540540540535,6,35.0,2.0,166,2
26463,0,146.14285714285714,West Indies,Bangladesh,Sharjah,3,135,6.923076923076923,3,52.0,3.0,142,1
3798,0,160.83333333333334,West Indies,England,Nottingham,42,77,5.923076923076923,7,39.0,0.0,172,1
27056,1,146.14285714285714,Bangladesh,Sri Lanka,Sharjah,90,38,7.6,10,38.0,0.0,171,1
112621,0,138.07142857142858,Australia,Pakistan,Harare,33,105,7.241379310344827,5,41.0,2.0,149,2
135772,0,149.95833333333334,England,New Zealand,Auckland,57,134,12.761904761904765,3,44.0,4.0,146,2
64527,0,153.88235294117646,New Zealand,Pakistan,Barbados,19,104,6.178217821782178,4,30.0,2.0,133,1
132202,0,141.33333333333334,Pakistan,England,London,41,89,6.759493670886076,6,34.0,1.0,137,2
171077,0,157.57142857142858,New Zealand,Pakistan,Mount Maunganui,60,64,6.4,9,32.0,1.0,163,2
128514,0,131.0,England,Australia,Melbourne,72,63,7.875,8,39.0,2.0,143,2
18570,0,145.89473684210526,Bangladesh,West Indies,Dhaka,16,179,10.326923076923078,6,59.0,1.0,211,1
130740,0,141.33333333333334,West Indies,Sri Lanka,London,57,57,5.428571428571429,6,28.0,1.0,101,2
128436,0,131.0,Australia,India,Melbourne,26,126,8.042553191489363,5,27.0,3.0,157,2
115215,0,170.6,India,Australia,Chandigarh,42,89,6.846153846153846,7,35.0,0.0,161,2
36036,1,168.44444444444446,England,Australia,Southampton,87,53,9.636363636363637,9,50.0,1.0,162,1
75658,0,174.25,Zimbabwe,Bangladesh,Khulna,44,108,8.526315789473685,9,48.0,1.0,163,1
57969,0,163.23076923076923,South Africa,Australia,Sydney,46,94,7.621621621621621,8,34.0,2.0,145,1
92613,0,119.2,West Indies,Bangladesh,Lauderhill,47,89,7.315068493150685,6,30.0,0.0,159,2
49996,0,168.66666666666666,South Africa,New Zealand,Auckland,25,137,8.652631578947368,4,47.0,3.0,165,1
123900,0,143.44444444444446,Australia,England,Southampton,35,79,5.576470588235295,1,17.0,2.0,79,2
28418,0,153.14285714285714,India,Sri Lanka,Colombo,83,51,8.27027027027027,8,45.0,1.0,164,1
122774,0,147.11764705882354,England,New Zealand,Pallekele,77,43,6.0,8,25.0,2.0,149,2
151832,0,180.125,India,Sri Lanka,Mumbai,6,133,7.0,5,46.0,2.0,139,2
139350,0,130.3448275862069,Sri Lanka,Bangladesh,Mirpur,70,58,6.959999999999999,9,37.0,0.0,124,2
37832,0,146.41666666666666,West Indies,Pakistan,Abu Dhabi,21,80,4.848484848484849,5,23.0,1.0,103,1
146407,0,130.8,Sri Lanka,Bangladesh,Chattogram,9,109,5.891891891891892,3,34.0,1.0,123,2
110960,0,138.07142857142858,India,Zimbabwe,Harare,37,100,7.228915662650602,5,31.0,0.0,135,2
72612,0,140.16666666666666,England,Ireland,Guyana,12,104,5.777777777777778,5,35.0,1.0,120,1
141281,0,130.3448275862069,Sri Lanka,India,Mirpur,13,134,7.514018691588785,6,54.0,0.0,134,2
137241,0,149.95833333333334,New Zealand,England,Auckland,3,164,8.41025641025641,1,36.0,4.0,174,2
44663,0,139.66666666666666,Zimbabwe,Pakistan,Rawalpindi,79,53,7.75609756097561,7,43.0,2.0,134,1
54692,0,148.20689655172413,West Indies,Bangladesh,Mirpur,29,123,8.10989010989011,6,41.0,2.0,197,1
146571,1,130.8,England,Netherlands,Chattogram,89,21,4.064516129032258,8,17.0,2.0,88,2
22797,0,157.21428571428572,Pakistan,Zimbabwe,Harare,74,53,6.913043478260869,9,39.0,1.0,165,1
75699,0,174.25,Zimbabwe,Bangladesh,Khulna,3,156,8.0,4,30.0,5.0,163,1
67917,0,191.0,Pakistan,Bangladesh,Karachi,9,178,9.62162162162162,5,45.0,2.0,203,1
80072,1,130.71428571428572,Sri Lanka,Pakistan,Hambantota,85,36,6.171428571428572,7,30.0,2.0,132,1
31318,0,153.14285714285714,Pakistan,India,Colombo,35,97,6.847058823529412,5,40.0,1.0,128,1
136017,0,149.95833333333334,West Indies,New Zealand,Auckland,6,104,5.473684210526316,2,25.0,0.0,108,2
67369,0,161.36363636363637,Zimbabwe,Pakistan,Lahore,53,91,8.149253731343284,7,36.0,3.0,172,1
55773,0,155.71428571428572,Sri Lanka,India,Nagpur,49,109,9.211267605633802,9,58.0,0.0,215,1
110698,0,138.07142857142858,Zimbabwe,Pakistan,Harare,67,53,6.0,8,37.0,1.0,108,2
31307,0,153.14285714285714,Pakistan,India,Colombo,46,83,6.72972972972973,5,38.0,2.0,128,1
38892,0,146.41666666666666,Bangladesh,South Africa,Abu Dhabi,81,30,4.615384615384615,7,21.0,3.0,84,1
4827,0,160.83333333333334,New Zealand,Ireland,Nottingham,4,194,10.03448275862069,5,63.0,3.0,198,1
34246,0,169.58823529411765,West Indies,Sri Lanka,Pallekele,21,94,5.696969696969697,6,38.0,2.0,129,1
84100,0,174.16666666666666,India,England,Ahmedabad,45,61,4.88,6,29.0,1.0,124,1
92640,0,119.2,West Indies,Bangladesh,Lauderhill,20,131,7.859999999999999,4,46.0,2.0,159,2
51225,1,153.0,India,Sri Lanka,Pune,87,61,11.090909090909092,10,58.0,0.0,201,1
116923,0,136.78571428571428,South Africa,Sri Lanka,Sharjah,43,82,6.3896103896103895,7,33.0,1.0,146,2
147282,0,130.8,Zimbabwe,Afghanistan,Chattogram,59,84,8.262295081967213,9,43.0,0.0,156,2
78973,0,163.0,England,South Africa,Chester-le-Street,69,55,6.470588235294118,7,28.0,3.0,118,1
170889,0,157.57142857142858,Bangladesh,New Zealand,Mount Maunganui,11,150,8.256880733944953,6,41.0,1.0,167,2
73918,1,151.36363636363637,New Zealand,England,Manchester,88,29,5.4375,8,29.0,2.0,123,1
141985,0,130.3448275862069,Bangladesh,West Indies,Mirpur,9,96,5.1891891891891895,2,28.0,1.0,98,2
82977,0,177.33333333333334,South Africa,Pakistan,Centurion,64,81,8.678571428571429,8,47.0,1.0,144,1
28815,0,153.14285714285714,India,Sri Lanka,Colombo,55,65,6.0,9,20.0,1.0,132,1
118976,0,135.609756097561,Pakistan,Sri Lanka,Colombo,32,110,7.5,3,50.0,2.0,174,2
161970,0,167.33333333333334,Australia,England,Hobart,80,67,10.05,8,52.0,0.0,161,2
1575,0,154.0,West Indies,Australia,St Lucia,35,82,5.788235294117647,2,23.0,4.0,105,1
67653,0,161.36363636363637,Bangladesh,Pakistan,Lahore,24,102,6.375,6,37.0,1.0,136,1
76039,0,181.8,Australia,South Africa,Adelaide,33,102,7.0344827586206895,6,39.0,1.0,144,1
78678,0,182.33333333333331,Australia,England,Hobart,0,213,10.65,6,55.0,1.0,213,1
141458,0,130.3448275862069,Bangladesh,Pakistan,Mirpur,68,46,5.307692307692308,7,17.0,3.0,140,2
132746,0,123.16666666666669,West Indies,India,Trinidad,51,61,5.304347826086956,8,26.0,0.0,143,2
101689,0,128.3953488372093,Ireland,Netherlands,Dubai,32,95,6.477272727272728,7,22.0,2.0,115,2
139671,0,130.3448275862069,West Indies,Sri Lanka,Mirpur,70,42,5.04,7,19.0,3.0,80,2
17497,1,162.46666666666667,Australia,New Zealand,Wellington,86,37,6.529411764705882,9,27.0,1.0,156,1
138407,0,128.66666666666666,India,England,Pune,21,145,8.787878787878787,6,35.0,1.0,158,2
43060,0,152.8,Sri Lanka,Pakistan,London,70,44,5.279999999999999,6,18.0,2.0,138,1
53179,0,148.20689655172413,Pakistan,Bangladesh,Mirpur,61,30,3.0508474576271185,6,12.0,1.0,129,1
175202,0,130.0,Netherlands,Afghanistan,Edinburgh,81,54,8.307692307692308,9,46.0,1.0,130,2
149803,0,132.1764705882353,West Indies,England,Barbados,54,67,6.090909090909091,5,32.0,2.0,160,2
116475,0,136.78571428571428,Pakistan,New Zealand,Sharjah,52,64,5.647058823529411,7,30.0,2.0,135,2
25888,0,177.6,Sri Lanka,India,Chandigarh,77,84,11.72093023255814,9,55.0,0.0,206,1
146583,0,130.8,England,Netherlands,Chattogram,77,28,3.9069767441860463,7,15.0,3.0,88,2
40489,0,139.69230769230768,Australia,Pakistan,Melbourne,80,54,8.1,9,42.0,1.0,127,1
19598,0,145.89473684210526,Afghanistan,Bangladesh,Dhaka,65,51,5.563636363636364,6,23.0,1.0,164,1
140632,0,130.3448275862069,Bangladesh,Zimbabwe,Mirpur,74,57,7.434782608695652,7,35.0,2.0,136,2
64254,0,153.88235294117646,Pakistan,England,Barbados,38,97,7.097560975609756,6,34.0,3.0,147,1
138928,0,126.0,West Indies,England,Kolkata,34,91,6.348837209302325,6,38.0,1.0,161,2
113022,0,138.07142857142858,Zimbabwe,Pakistan,Harare,6,130,6.842105263157895,5,38.0,2.0,136,2
151270,0,132.1764705882353,Bangladesh,Australia,Barbados,76,40,5.454545454545455,6,28.0,2.0,114,2
153444,0,148.54545454545453,Pakistan,Zimbabwe,Lahore,48,129,10.75,10,50.0,0.0,173,2
50450,0,168.66666666666666,New Zealand,India,Auckland,50,94,8.057142857142857,6,47.0,1.0,158,1
168608,1,160.25,Afghanistan,Zimbabwe,Bulawayo,90,36,7.2,10,36.0,0.0,154,2
124484,1,143.44444444444446,England,Sri Lanka,Southampton,92,35,7.499999999999999,10,35.0,0.0,161,2
106738,0,149.27586206896552,South Africa,England,Johannesburg,80,75,11.25,10,63.0,0.0,127,2
116635,0,136.78571428571428,Sri Lanka,Bangladesh,Sharjah,13,163,9.14018691588785,6,51.0,0.0,172,2
94225,0,148.91666666666666,South Africa,India,St Lucia,31,109,7.348314606741573,9,53.0,0.0,172,2
127873,0,161.66666666666666,West Indies,South Africa,St George's,30,95,6.333333333333333,5,29.0,1.0,150,2
25308,0,178.75,Bangladesh,New Zealand,Hamilton,42,59,4.538461538461538,4,16.0,1.0,78,1
31997,0,153.14285714285714,West Indies,Australia,Colombo,75,70,9.333333333333334,8,59.0,1.0,191,1
114371,0,162.58333333333334,New Zealand,Zimbabwe,Hamilton,16,169,9.75,7,55.0,2.0,202,2
79829,0,130.71428571428572,South Africa,Sri Lanka,Hambantota,81,36,5.538461538461538,9,29.0,0.0,163,1
53032,1,148.20689655172413,Sri Lanka,Pakistan,Mirpur,87,40,7.272727272727272,10,40.0,0.0,150,1
32499,0,153.14285714285714,Sri Lanka,India,Colombo,66,80,8.88888888888889,7,34.0,2.0,170,1
123030,0,147.11764705882354,England,Sri Lanka,Pallekele,36,92,6.571428571428571,4,31.0,3.0,150,2
127200,0,129.41666666666666,Afghanistan,Ireland,Abu Dhabi,19,143,8.495049504950495,1,24.0,4.0,157,2
23113,0,157.21428571428572,Zimbabwe,Bangladesh,Harare,6,177,9.31578947368421,5,38.0,2.0,193,1
37151,0,146.41666666666666,South Africa,Australia,Abu Dhabi,78,39,5.571428571428571,7,23.0,2.0,118,1
39238,1,172.66666666666666,South Africa,West Indies,St George's,84,51,8.5,8,44.0,2.0,167,1
141497,0,130.3448275862069,Bangladesh,Pakistan,Mirpur,29,92,6.065934065934067,5,39.0,1.0,140,2
173171,0,176.0,Sri Lanka,Australia,Victoria,9,150,8.108108108108109,3,42.0,1.0,176,2
162376,0,147.33333333333334,Australia,England,Chester-le-Street,41,112,8.506329113924052,6,41.0,2.0,168,2
9543,1,138.1627906976744,Sri Lanka,Australia,Dubai,92,41,8.785714285714285,9,40.0,1.0,154,1
144746,0,141.92307692307693,India,Australia,Sydney,17,159,9.262135922330096,6,52.0,2.0,195,2
16178,0,170.24137931034485,South Africa,Pakistan,Johannesburg,58,99,9.580645161290322,7,60.0,1.0,188,1
137900,0,149.95833333333334,Sri Lanka,New Zealand,Auckland,71,85,10.408163265306124,7,44.0,2.0,144,2
91400,0,183.5,New Zealand,West Indies,Nelson,66,76,8.444444444444445,9,46.0,0.0,187,1
126757,0,129.41666666666666,Australia,Pakistan,Abu Dhabi,25,84,5.3052631578947365,1,32.0,3.0,89,2
101797,0,128.3953488372093,Pakistan,Sri Lanka,Dubai,74,43,5.608695652173913,9,29.0,0.0,146,2
39009,0,146.41666666666666,Pakistan,New Zealand,Abu Dhabi,77,40,5.5813953488372094,8,32.0,2.0,148,1
81019,0,182.0,New Zealand,Bangladesh,Napier,62,76,7.862068965517242,7,36.0,2.0,173,1
68886,0,169.22222222222223,New Zealand,Bangladesh,Mount Maunganui,34,150,10.465116279069766,7,74.0,0.0,195,1
123733,0,147.11764705882354,Australia,Sri Lanka,Pallekele,77,73,10.186046511627907,8,56.0,2.0,149,2
125311,1,129.41666666666666,New Zealand,England,Abu Dhabi,90,26,5.2,8,22.0,2.0,167,2
39520,0,172.66666666666666,South Africa,West Indies,St George's,62,93,9.620689655172416,9,35.0,1.0,166,1
138930,0,126.0,West Indies,England,Kolkata,32,92,6.272727272727273,6,38.0,1.0,161,2
107897,0,135.2,India,New Zealand,Wellington,7,136,7.221238938053098,2,38.0,2.0,139,2
89936,0,179.33333333333334,South Africa,Ireland,Belfast,46,70,5.675675675675675,5,26.0,1.0,159,1
142627,0,130.71428571428572,India,Sri Lanka,Nagpur,59,102,10.032786885245905,7,34.0,2.0,186,2
128202,0,161.66666666666666,West Indies,South Africa,St George's,74,86,11.217391304347826,9,55.0,1.0,161,2
174257,0,161.0,Bangladesh,Pakistan,Nairobi,71,79,9.673469387755103,7,58.0,2.0,161,2
39932,0,172.66666666666666,South Africa,West Indies,St George's,28,115,7.5,6,26.0,2.0,160,1
149084,0,138.0,Netherlands,Bangladesh,The Hague,74,35,4.565217391304348,8,29.0,2.0,131,2
146408,0,130.8,Sri Lanka,Bangladesh,Chattogram,8,111,5.946428571428571,3,34.0,1.0,123,2
149349,0,209.0,India,West Indies,Hyderabad,44,114,9.0,9,38.0,0.0,209,2
12508,0,138.1627906976744,England,Pakistan,Dubai,24,129,8.0625,6,50.0,1.0,172,1
135221,0,153.6,West Indies,Bangladesh,Sylhet,68,102,11.76923076923077,8,49.0,1.0,130,2
173978,0,121.5,New Zealand,West Indies,Dominica,40,99,7.425,7,38.0,2.0,117,2
57930,1,163.23076923076923,South Africa,Australia,Sydney,84,52,8.666666666666666,10,46.0,0.0,145,1
131887,0,141.33333333333334,West Indies,South Africa,London,71,67,8.204081632653061,8,52.0,0.0,163,2
3053,0,154.71428571428572,Sri Lanka,West Indies,Bengaluru,46,65,5.27027027027027,5,20.0,2.0,122,1
33700,0,169.58823529411765,New Zealand,Bangladesh,Pallekele,74,49,6.391304347826087,9,31.0,1.0,191,1
127934,1,161.66666666666666,West Indies,South Africa,St George's,91,41,8.482758620689655,9,41.0,1.0,143,2
74579,0,157.0,India,Sri Lanka,Ranchi,16,169,9.75,7,53.0,2.0,196,1
166778,0,166.66666666666666,England,India,Ahmedabad,73,68,8.680851063829788,9,46.0,1.0,158,2
43042,1,152.8,Sri Lanka,Pakistan,London,88,32,6.0,7,32.0,3.0,138,1
22006,0,157.21428571428572,Pakistan,Zimbabwe,Harare,1,178,8.974789915966387,9,64.0,0.0,179,1
68584,1,169.22222222222223,New Zealand,West Indies,Mount Maunganui,89,56,10.838709677419354,10,52.0,0.0,243,1
62298,0,178.0,Zimbabwe,South Africa,Potchefstroom,79,38,5.560975609756098,7,27.0,2.0,132,1
173096,0,176.0,Sri Lanka,Australia,Victoria,81,48,7.384615384615385,5,31.0,4.0,176,2
11507,0,138.1627906976744,Ireland,Afghanistan,Dubai,30,110,7.333333333333333,5,27.0,3.0,142,1
99026,0,128.3953488372093,Afghanistan,Netherlands,Dubai,42,91,7.0,8,38.0,0.0,150,2
32672,0,153.14285714285714,West Indies,Australia,Colombo,19,149,8.851485148514852,7,59.0,1.0,205,1
28818,0,153.14285714285714,India,Sri Lanka,Colombo,52,75,6.617647058823529,9,29.0,1.0,132,1
26328,0,146.14285714285714,Afghanistan,Zimbabwe,Sharjah,11,155,8.53211009174312,5,49.0,2.0,158,1
26961,0,146.14285714285714,New Zealand,Pakistan,Sharjah,62,59,6.103448275862069,7,29.0,3.0,134,1
46947,0,158.30769230769232,England,South Africa,Durban,53,93,8.328358208955224,7,32.0,2.0,204,1
47477,0,166.2,Ireland,Netherlands,Sylhet,16,158,9.115384615384617,7,70.0,0.0,189,1
156850,0,141.0,Pakistan,West Indies,St Vincent,10,144,7.854545454545455,4,38.0,1.0,158,2
97164,0,149.28571428571428,South Africa,Pakistan,Cape Town,67,65,7.358490566037735,9,26.0,1.0,170,2
151570,0,180.125,England,South Africa,Mumbai,24,188,11.75,5,47.0,1.0,230,2
70949,0,166.28571428571428,South Africa,Ireland,Dublin,3,160,8.205128205128204,3,41.0,2.0,165,1
14579,1,170.24137931034485,Australia,South Africa,Johannesburg,89,28,5.419354838709677,8,27.0,2.0,166,1
28729,0,153.14285714285714,India,South Africa,Colombo,20,118,7.079999999999999,5,41.0,1.0,152,1
956,0,159.2,West Indies,India,Lauderhill,24,205,12.8125,7,39.0,2.0,245,1
82193,0,177.33333333333334,South Africa,Australia,Centurion,39,84,6.222222222222222,7,25.0,1.0,156,1
60152,0,149.0,Netherlands,England,Chattogram,36,100,7.142857142857143,8,28.0,1.0,133,1
83745,0,136.0,India,Sri Lanka,Cuttack,40,104,7.8,8,37.0,1.0,180,1
87376,0,153.33333333333334,Sri Lanka,New Zealand,Kandy,66,66,7.333333333333333,9,28.0,1.0,174,1
103752,0,149.27586206896552,South Africa,Australia,Johannesburg,42,85,6.538461538461538,2,40.0,1.0,89,2
